ticker,holding_name,weight_pct,sector,region,market_value,shares
SOBI,Swedish Orphan Biovitrum AB,0.0084,Health Care,SE,"US$6,126,840.06","127,930"
4911,Shiseido Co Ltd,0.0084,Consumer Discretionary,JP,"US$6,110,396.70","346,100"
ONGC,Oil & Natural Gas Corp Ltd,0.0083,Energy,IN,"US$6,096,419.59","2,182,215"
BCP,Banco Comercial Portugues SA,0.0083,Financials,PT,"US$6,092,058.47","5,368,672"
6586,Makita Corp,0.0083,Industrials,JP,"US$6,087,087.13","175,100"
4684,Obic Co Ltd,0.0083,Technology,JP,"US$6,079,096.68","242,600"
TEL,Telenor ASA,0.0083,Telecommunications,NO,"US$6,075,004.69","371,303"
SOL,Washington H Soul Pattinson & Co Ltd,0.0083,Energy,AU,"US$6,062,314.07","193,695"
2356,Inventec Corp,0.0083,Technology,TW,"US$6,057,384.56","2,703,000"
3661,Alchip Technologies Ltd,0.0083,Technology,TW,"US$6,060,398.08","43,000"
ASRNL,ASR Nederland NV,0.0083,Financials,NL,"US$6,051,113.17","80,644"
MOWI,Mowi ASA,0.0083,Consumer Staples,NO,"US$6,054,593.30","274,095"
ALE,Allegro.eu SA,0.0082,Consumer Discretionary,PL,"US$6,016,222.53","626,767"
3436,SUMCO Corp,0.0082,Technology,JP,"US$6,010,946.16","239,580"
FRES,Fresnillo PLC,0.0082,Basic Materials,GB,"US$6,000,857.44","135,479"
PZU,Powszechny Zaklad Ubezpieczen SA,0.0082,Financials,PL,"US$5,995,025.13","337,155"
GIL,Gildan Activewear Inc,0.0082,Consumer Discretionary,CA,"US$5,986,033.39","98,039"
ELI,Elia Group SA/NV,0.0082,Utilities,BE,"US$5,981,845.70","38,455"
FB,Federal Bank Ltd,0.0082,Financials,IN,"US$5,975,723.24","1,964,678"
ALDAR,Aldar Properties PJSC,0.0082,Real Estate,AE,"US$5,972,582.65","2,812,359"
7701,Shimadzu Corp,0.0082,Industrials,JP,"US$5,966,392.36","251,600"
035720,Kakao Corp,0.0081,Technology,KR,"US$5,957,902.12","214,030"
8593,Mitsubishi HC Capital Inc,0.0081,Financials,JP,"US$5,957,598.06","728,690"
PSON,Pearson PLC,0.0081,Consumer Discretionary,GB,"US$5,947,820.87","396,807"
8113,Unicharm Corp,0.0081,Consumer Staples,JP,"US$5,948,660.97","998,700"
LPC,Lupin Ltd,0.0081,Health Care,IN,"US$5,939,917.90","248,839"
ALD,Ampol Ltd,0.0081,Energy,AU,"US$5,938,014.71","245,917"
5411,JFE Holdings Inc,0.0081,Basic Materials,JP,"US$5,935,032.35","555,600"
INDUSTOW,Indus Towers Ltd,0.0081,Telecommunications,IN,"US$5,928,918.85","1,274,171"
4528,Ono Pharmaceutical Co Ltd,0.0081,Health Care,JP,"US$5,926,017.65","394,300"
SCAB,Svenska Cellulosa AB SCA,0.0081,Basic Materials,SE,"US$5,912,520.19","536,265"
9021,West Japan Railway Co,0.0081,Industrials,JP,"US$5,917,798.86","358,400"
788,China Tower Corp Ltd,0.0081,Telecommunications,HK,"US$5,905,854.17","4,665,982"
3044,Tripod Technology Corp,0.0081,Technology,TW,"US$5,904,295.22","355,000"
RIBL,Riyad Bank,0.0081,Financials,SA,"US$5,893,061.89","1,098,029"
HEIO,Heineken Holding NV,0.008,Consumer Staples,NL,"US$5,875,819.07","81,344"
TMCV,Tata Motors Ltd /new,0.008,Industrials,IN,"US$5,877,424.36","1,471,292"
071050,Korea Investment Holdings Co Ltd,0.008,Financials,KR,"US$5,873,672.86","37,270"
AUBANK,AU Small Finance Bank Ltd,0.008,Financials,IN,"US$5,856,321.86","564,995"
UNI,Unipol Gruppo SpA,0.008,Financials,IT,"US$5,850,714.67","236,049"
INDIGO,InterGlobe Aviation Ltd,0.008,Consumer Discretionary,IN,"US$5,850,860.11","126,182"
VMS,Venture Corp Ltd,0.008,Technology,SG,"US$5,850,158.78","414,500"
CHC,Charter Hall Group,0.008,Real Estate,AU,"US$5,813,704.36","396,477"
9697,Capcom Co Ltd,0.0079,Consumer Discretionary,JP,"US$5,799,344.18","306,100"
RENT3,Localiza Rent a Car SA,0.0079,Consumer Discretionary,BR,"US$5,798,630.41","698,016"
BSL,BlueScope Steel Ltd,0.0079,Basic Materials,AU,"US$5,784,486.43","253,455"
000720,Hyundai Engineering & Construction Co Ltd,0.0079,Industrials,KR,"US$5,775,334.44","59,207"
522,ASMPT Ltd,0.0079,Technology,HK,"US$5,765,567.92","232,923"
GBLB,Groupe Bruxelles Lambert NV,0.0079,Financials,BE,"US$5,770,393.43","61,123"
BLND,British Land Co PLC/The,0.0079,Real Estate,GB,"US$5,759,752.10","1,054,534"
BSE,BSE Ltd,0.0079,Financials,IN,"US$5,762,249.78","132,031"
NED,Nedbank Group Ltd,0.0079,Financials,ZA,"US$5,756,522.66","359,549"
CLAR,CapitaLand Ascendas REIT,0.0079,Real Estate,SG,"US$5,756,262.99","2,936,500"
INDUC,Industrivarden AB,0.0079,Financials,SE,"US$5,747,486.88","104,836"
TLKM,Telkom Indonesia Persero Tbk PT,0.0079,Telecommunications,ID,"US$5,744,690.10","33,880,400"
IFT,Infratil Ltd,0.0079,Financials,NZ,"US$5,748,519.00","609,243"
9901,New Oriental Education & Technology Group Inc,0.0078,Consumer Discretionary,HK,"US$5,729,022.28","1,232,180"
WN,George Weston Ltd,0.0078,Consumer Staples,CA,"US$5,733,804.32","81,783"
9926,Akeso Inc,0.0078,Health Care,HK,"US$5,726,133.67","380,000"
300,Midea Group Co Ltd,0.0078,Consumer Discretionary,HK,"US$5,708,610.35","521,757"
267250,HD Hyundai Co Ltd,0.0078,Energy,KR,"US$5,700,258.79","30,956"
GPT,GPT Group/The,0.0078,Real Estate,AU,"US$5,690,044.72","1,630,584"
CAR,CAR Group Ltd,0.0078,Technology,AU,"US$5,684,542.36","318,063"
4612,Nippon Paint Holdings Co Ltd,0.0078,Industrials,JP,"US$5,686,079.15","856,760"
688041,Hygon Information Technology Co Ltd,0.0078,Technology,CN,"US$5,689,831.32","130,900"
ORNBV,Orion Oyj,0.0078,Health Care,FI,"US$5,673,708.47","67,905"
ALMARAI,Almarai Co JSC,0.0078,Consumer Staples,SA,"US$5,675,941.19","462,029"
2688,ENN Energy Holdings Ltd,0.0077,Utilities,HK,"US$5,655,034.83","807,300"
SKFB,SKF AB,0.0077,Basic Materials,SE,"US$5,661,260.89","215,199"
3289,Tokyu Fudosan Holdings Corp,0.0077,Real Estate,JP,"US$5,655,816.32","682,600"
REC,Recordati Industria Chimica e Farmaceutica SpA,0.0077,Health Care,IT,"US$5,647,462.02","93,971"
BEAN,Belimo Holding AG,0.0077,Industrials,CH,"US$5,647,753.25","5,336"
JARIR,Jarir Marketing Co,0.0077,Consumer Discretionary,SA,"US$5,647,009.82","1,343,752"
IQCD,Industries Qatar QSC,0.0077,Basic Materials,QA,"US$5,630,994.73","1,666,866"
MIN,Mineral Resources Ltd,0.0077,Basic Materials,AU,"US$5,632,198.52","106,546"
CLIS,Clal Insurance Enterprises Holdings Ltd,0.0077,Financials,IL,"US$5,629,115.27","55,704"
4938,Pegatron Corp,0.0077,Technology,TW,"US$5,619,271.84","1,989,000"
RDOR3,Rede D'Or Sao Luiz SA,0.0077,Health Care,BR,"US$5,599,478.66","832,548"
SULAIMAN,Dr Sulaiman Al Habib Medical Services Group Co,0.0077,Health Care,SA,"US$5,597,992.80","96,451"
6690,Haier Smart Home Co Ltd,0.0076,Consumer Discretionary,HK,"US$5,577,653.30","2,219,000"
TPRO,Technoprobe SpA,0.0076,Technology,IT,"US$5,576,395.74","148,681"
6856,Horiba Ltd,0.0076,Industrials,JP,"US$5,576,713.36","33,800"
RBI,Raiffeisen Bank International AG,0.0076,Financials,AT,"US$5,574,619.79","96,663"
4042,Tosoh Corp,0.0076,Basic Materials,JP,"US$5,546,987.88","321,100"
SHOP,Shopify Inc,0.0076,Technology,US,"US$5,547,080.88","46,728"
YAR,Yara International ASA,0.0076,Basic Materials,NO,"US$5,549,735.58","101,935"
6976,Taiyo Yuden Co Ltd,0.0076,Technology,JP,"US$5,546,667.50","59,600"
COLOB,Coloplast A/S,0.0076,Health Care,DK,"US$5,543,536.12","89,698"
SHL,Sonic Healthcare Ltd,0.0076,Health Care,AU,"US$5,537,758.99","394,297"
RXL,Rexel SA,0.0076,Industrials,FR,"US$5,535,794.97","128,873"
FIBRAPL,Prologis Property Mexico SA de CV,0.0076,Real Estate,MX,"US$5,534,863.26","1,151,389"
BVT,Bidvest Group Ltd,0.0076,Industrials,ZA,"US$5,534,836.42","383,524"
X,TMX Group Ltd,0.0076,Financials,CA,"US$5,529,423.35","147,646"
EFN,Element Fleet Management Corp,0.0076,Industrials,CA,"US$5,524,310.62","277,030"
MICC,Magnum Ice Cream Co NV/The,0.0076,Consumer Staples,NL,"US$5,517,764.43","340,268"
KTB/F,Krung Thai Bank PCL,0.0075,Financials,TH,"US$5,509,281.76","5,159,700"
1519,J&T Global Express Ltd,0.0075,Industrials,HK,"US$5,510,588.21","4,782,800"
GAM,Gamuda Bhd,0.0075,Industrials,MY,"US$5,501,841.11","5,194,000"
JIOFIN,Jio Financial Services Ltd,0.0075,Financials,IN,"US$5,507,503.21","2,189,633"
ACKB,Ackermans & van Haaren NV,0.0075,Industrials,BE,"US$5,497,311.85","17,332"
2059,King Slide Works Co Ltd,0.0075,Basic Materials,TW,"US$5,497,438.19","34,000"
ORI,Orica Ltd,0.0075,Basic Materials,AU,"US$5,489,054.43","333,289"
4523,Eisai Co Ltd,0.0075,Health Care,JP,"US$5,493,360.14","219,500"
MEL,Meridian Energy Ltd,0.0075,Utilities,NZ,"US$5,472,188.22","1,557,090"
TNE,Technology One Ltd,0.0075,Technology,AU,"US$5,476,472.16","255,077"
TLX,Talanx AG,0.0075,Financials,DE,"US$5,471,675.59","45,523"
KESKOB,Kesko Oyj,0.0075,Consumer Staples,FI,"US$5,463,373.65","225,301"
SOL,Sasol Ltd,0.0075,Basic Materials,ZA,"US$5,464,365.30","439,513"
7912,Dai Nippon Printing Co Ltd,0.0075,Industrials,JP,"US$5,456,069.79","313,500"
600900,China Yangtze Power Co Ltd,0.0075,Utilities,CN,"US$5,445,286.74","1,326,776"
PTTEP/F,PTT Exploration & Production PCL,0.0075,Energy,TH,"US$5,444,495.65","1,252,234"
WIL,Wilmar International Ltd,0.0074,Consumer Staples,SG,"US$5,429,413.71","1,928,803"
4732,USS Co Ltd,0.0074,Consumer Discretionary,JP,"US$5,421,874.80","491,100"
EDEN,Edenred SE,0.0074,Industrials,FR,"US$5,423,218.11","199,115"
CIPLA,Cipla Ltd/India,0.0074,Health Care,IN,"US$5,423,713.42","367,775"
CHILE,Banco de Chile,0.0074,Financials,CL,"US$5,422,559.53","28,783,131"
SFR,Sandfire Resources Ltd,0.0074,Basic Materials,AU,"US$5,422,388.99","383,919"
SSW,Sibanye Stillwater Ltd,0.0074,Basic Materials,ZA,"US$5,406,193.03","1,794,136"
XRO,Xero Ltd,0.0074,Technology,AU,"US$5,409,400.52","100,017"
LHA,Deutsche Lufthansa AG,0.0074,Consumer Discretionary,DE,"US$5,413,310.84","540,659"
003550,LG Corp,0.0074,Industrials,KR,"US$5,410,678.17","55,620"
FORH,Fortis Healthcare Ltd,0.0074,Health Care,IN,"US$5,394,685.43","551,990"
MRO,Melrose Industries PLC,0.0074,Industrials,GB,"US$5,392,318.99","849,880"
QIA,QIAGEN NV,0.0074,Health Care,DE,"US$5,398,302.07","146,184"
HEN,Henkel AG & Co KGaA,0.0074,Basic Materials,DE,"US$5,397,684.54","74,245"
AIA,Auckland International Airport Ltd,0.0074,Industrials,NZ,"US$5,384,680.74","1,087,540"
NXT,NEXTDC Ltd,0.0074,Technology,AU,"US$5,390,887.78","491,637"
2324,Compal Electronics Inc,0.0074,Technology,TW,"US$5,379,847.09","4,592,000"
TLC,Lottery Corp Ltd/The,0.0074,Consumer Discretionary,AU,"US$5,383,030.27","1,380,374"
FHZN,Flughafen Zurich AG,0.0073,Industrials,CH,"US$5,369,088.12","17,701"
IH,Indian Hotels Co Ltd/The,0.0073,Consumer Discretionary,IN,"US$5,367,170.87","779,337"
ADNOCGAS,Adnoc Gas PLC,0.0073,Energy,AE,"US$5,359,204.92","5,738,646"
HDFCLIFE,HDFC Life Insurance Co Ltd,0.0073,Financials,IN,"US$5,359,655.15","856,031"
7752,Ricoh Co Ltd,0.0073,Technology,JP,"US$5,354,277.28","584,400"
STJ,St James's Place PLC,0.0073,Financials,GB,"US$5,337,821.02","327,269"
IMCD,IMCD NV,0.0073,Basic Materials,NL,"US$5,313,895.76","51,547"
KEY,Keyera Corp,0.0073,Energy,CA,"US$5,311,647.61","127,943"
ICG,ICG PLC,0.0073,Financials,GB,"US$5,307,833.81","210,911"
ANA,Acciona SA,0.0073,Industrials,ES,"US$5,307,035.98","18,427"
DMART,Avenue Supermarts Ltd,0.0073,Consumer Staples,IN,"US$5,301,493.48","124,218"
GAPB,Grupo Aeroportuario del Pacifico SAB de CV,0.0072,Industrials,MX,"US$5,291,386.60","224,720"
MRCO,Marico Ltd,0.0072,Consumer Staples,IN,"US$5,291,453.92","611,766"
PIDI,Pidilite Industries Ltd,0.0072,Basic Materials,IN,"US$5,295,359.75","339,263"
SLM,Sanlam Ltd,0.0072,Financials,ZA,"US$5,288,979.03","998,782"
BMED,Banca Mediolanum SpA,0.0072,Financials,IT,"US$5,281,073.06","228,447"
278470,APR Corp/Korea,0.0072,Consumer Discretionary,KR,"US$5,274,558.06","20,098"
079550,LIG Defense&Aerospace Co Ltd,0.0072,Industrials,KR,"US$5,260,449.24","9,897"
PTG,Petronas Gas Bhd,0.0072,Utilities,MY,"US$5,266,713.75","1,221,200"
CPALL/F,CP ALL PCL,0.0072,Consumer Staples,TH,"US$5,254,049.01","3,618,900"
WEIR,Weir Group PLC,0.0072,Industrials,GB,"US$5,250,147.20","159,236"
TRP,Torrent Pharmaceuticals Ltd,0.0072,Health Care,IN,"US$5,249,687.73","113,068"
BNR,Brenntag SE,0.0072,Basic Materials,DE,"US$5,250,636.82","79,580"
FSV,FirstService Corp,0.0072,Real Estate,CA,"US$5,245,477.51","39,097"
4021,Nissan Chemical Corp,0.0072,Basic Materials,JP,"US$5,240,592.37","111,100"
TLV,Banca Transilvania SA,0.0072,Financials,RO,"US$5,244,053.18","627,530"
TRELB,Trelleborg AB,0.0072,Industrials,SE,"US$5,244,538.60","120,040"
BNZL,Bunzl PLC,0.0072,Industrials,GB,"US$5,233,573.38","164,937"
BHFC,Bharat Forge Ltd,0.0072,Basic Materials,IN,"US$5,229,741.41","253,845"
WISE,Wise Group PLC,0.0071,Industrials,GB,"US$5,217,461.52","414,418"
1301,Formosa Plastics Corp,0.0071,Industrials,TW,"US$5,220,885.99","3,446,720"
TMPV,Tata Motors Passenger Vehicles Limited,0.0071,Consumer Discretionary,IN,"US$5,174,535.76","1,247,984"
4186,Tokyo Ohka Kogyo Co Ltd,0.0071,Basic Materials,JP,"US$5,173,365.16","74,800"
2801,Chang Hwa Commercial Bank Ltd,0.0071,Financials,TW,"US$5,173,903.28","8,003,709"
UOL,UOL Group Ltd,0.0071,Real Estate,SG,"US$5,165,131.14","649,000"
SAP,Saputo Inc,0.0071,Consumer Staples,CA,"US$5,168,731.15","168,565"
BSF,Banque Saudi Fransi,0.0071,Financials,SA,"US$5,163,616.54","1,012,911"
PPC,Public Power Corp SA,0.007,Utilities,GR,"US$5,153,810.97","204,846"
NXSN,Next Vision Stabilized Systems Ltd,0.007,Industrials,IL,"US$5,153,221.92","48,156"
MOL,MOL Hungarian Oil & Gas PLC,0.007,Energy,HU,"US$5,153,727.95","405,716"
5019,Idemitsu Kosan Co Ltd,0.007,Energy,JP,"US$5,147,101.99","585,890"
JBH,JB Hi-Fi Ltd,0.007,Consumer Discretionary,AU,"US$5,143,565.02","95,970"
BHEL,Bharat Heavy Electricals Ltd,0.007,Industrials,IN,"US$5,141,221.02","1,171,964"
2768,Sojitz Corp,0.007,Industrials,JP,"US$5,138,704.32","151,740"
PNDORA,Pandora A/S,0.007,Consumer Discretionary,DK,"US$5,142,701.15","54,801"
ZAL,Zalando SE,0.007,Consumer Discretionary,DE,"US$5,140,796.01","189,151"
CLI,CapitaLand Investment Ltd/Singapore,0.007,Real Estate,SG,"US$5,140,744.11","2,581,200"
SHP,Shoprite Holdings Ltd,0.007,Consumer Staples,ZA,"US$5,129,699.77","291,127"
7272,Yamaha Motor Co Ltd,0.007,Consumer Discretionary,JP,"US$5,132,327.41","623,200"
CRDA,Croda International PLC,0.007,Basic Materials,GB,"US$5,114,507.79","124,771"
247540,Ecopro BM Co Ltd,0.007,Industrials,KR,"US$5,107,779.69","35,472"
ORK,Orkla ASA,0.007,Consumer Staples,NO,"US$5,099,799.59","482,311"
STN,Stantec Inc,0.007,Industrials,CA,"US$5,099,418.50","67,435"
THYAO,Turk Hava Yollari AO,0.0069,Consumer Discretionary,TR,"US$5,071,593.24","784,311"
TRENT,Trent Ltd,0.0069,Consumer Discretionary,IN,"US$5,072,668.29","114,087"
SGH,Seven Group Holdings Ltd,0.0069,Industrials,AU,"US$5,067,479.55","170,948"
BEIJB,Beijer Ref AB,0.0069,Industrials,SE,"US$5,063,322.07","363,255"
PSYS,Persistent Systems Ltd,0.0069,Technology,IN,"US$5,060,615.12","92,555"
ADIB,Abu Dhabi Islamic Bank PJSC,0.0069,Financials,AE,"US$5,053,263.76","907,130"
8951,Nippon Building Fund Inc,0.0069,Real Estate,JP,"US$5,045,100.82","6,304"
PFCIBEST,Grupo Cibest SA,0.0069,Financials,CO,"US$5,030,854.73","297,287"
042700,Hanmi Semiconductor Co Ltd,0.0069,Technology,KR,"US$5,030,902.46","26,885"
2834,Taiwan Business Bank,0.0069,Financials,TW,"US$5,028,617.50","9,693,782"
GULF/F,Gulf Development PCL,0.0069,Utilities,TH,"US$5,014,673.16","2,632,299"
INDT,Indutrade AB,0.0069,Industrials,SE,"US$5,015,104.22","239,306"
NPH,Northam Platinum Holdings Ltd,0.0069,Basic Materials,ZA,"US$5,016,398.25","257,426"
006800,Mirae Asset Securities Co Ltd,0.0069,Financials,KR,"US$5,007,216.85","122,897"
8354,Fukuoka Financial Group Inc,0.0069,Financials,JP,"US$5,007,912.56","121,600"
8359,Hachijuni Nagano Bank Ltd,0.0068,Financials,JP,"US$4,999,049.88","342,500"
FME,Fresenius Medical Care AG,0.0068,Health Care,DE,"US$4,983,882.81","114,839"
6471,NSK Ltd,0.0068,Consumer Discretionary,JP,"US$4,965,714.55","632,900"
GET,Getlink SE,0.0068,Industrials,FR,"US$4,953,848.96","226,286"
ACEM,Ambuja Cements Ltd,0.0068,Industrials,IN,"US$4,955,535.68","1,051,191"
6473,JTEKT Corp,0.0068,Consumer Discretionary,JP,"US$4,948,641.25","363,700"
BID,Bid Corp Ltd,0.0068,Consumer Staples,ZA,"US$4,932,236.33","196,304"
LI,Klepierre SA,0.0067,Real Estate,FR,"US$4,926,262.89","120,545"
RNO,Renault SA,0.0067,Consumer Discretionary,FR,"US$4,909,275.32","142,174"
600030,CITIC Securities Co Ltd,0.0067,Financials,CN,"US$4,909,872.81","1,274,390"
POLICYBZ,PB Fintech Ltd,0.0067,Financials,IN,"US$4,910,278.82","273,995"
SIGN,SIG Group AG,0.0067,Industrials,CH,"US$4,904,973.19","317,260"
UHR,Swatch Group AG/The,0.0067,Consumer Discretionary,CH,"US$4,896,493.50","17,696"
016360,Samsung Securities Co Ltd,0.0067,Financials,KR,"US$4,897,331.79","61,605"
SCI,Sembcorp Industries Ltd,0.0067,Utilities,SG,"US$4,900,160.74","978,000"
KBANK/F,Kasikornbank PCL,0.0067,Financials,TH,"US$4,895,148.26","792,600"
4958,Zhen Ding Technology Holding Ltd,0.0067,Technology,TW,"US$4,882,763.24","297,000"
SECUB,Securitas AB,0.0066,Industrials,SE,"US$4,864,708.76","291,291"
5876,Shanghai Commercial & Savings Bank Ltd/The,0.0066,Financials,TW,"US$4,851,346.30","3,823,166"
5332,TOTO Ltd,0.0066,Industrials,JP,"US$4,852,106.29","100,600"
5844,Kyoto Financial Group Inc,0.0066,Financials,JP,"US$4,843,994.60","174,500"
2002,China Steel Corp,0.0066,Basic Materials,TW,"US$4,837,565.30","7,933,987"
688,China Overseas Land & Investment Ltd,0.0066,Real Estate,HK,"US$4,840,019.65","2,428,500"
TRYG,Tryg A/S,0.0066,Financials,DK,"US$4,842,233.37","205,644"
1101,TCC Group Holdings Co Ltd,0.0066,Industrials,TW,"US$4,830,639.18","6,201,729"
BEI,Beiersdorf AG,0.0066,Consumer Staples,DE,"US$4,820,525.86","59,712"
4755,Rakuten Group Inc,0.0066,Technology,JP,"US$4,802,149.70","1,025,700"
ADP,Aeroports de Paris SA,0.0066,Industrials,FR,"US$4,804,064.67","35,798"
BIMBOA,Grupo Bimbo SAB de CV,0.0066,Consumer Staples,MX,"US$4,801,098.67","1,394,800"
GJF,Gjensidige Forsikring ASA,0.0066,Financials,NO,"US$4,801,581.95","173,624"
998,China CITIC Bank Corp Ltd,0.0066,Financials,HK,"US$4,804,252.69","5,165,000"
BJAUT,Bajaj Auto Ltd,0.0066,Consumer Discretionary,IN,"US$4,797,066.11","43,568"
CPN/F,Central Pattana PCL,0.0066,Real Estate,TH,"US$4,790,975.57","2,417,400"
2353,Acer Inc,0.0065,Technology,TW,"US$4,777,630.70","4,251,752"
RED,Redeia Corp SA,0.0065,Utilities,ES,"US$4,783,162.47","278,266"
HAG,Hensoldt AG,0.0065,Industrials,DE,"US$4,761,010.80","46,142"
GFL,GFL Environmental Inc,0.0065,Utilities,CA,"US$4,733,393.18","140,953"
688256,Cambricon Technologies Corp Ltd,0.0065,Technology,CN,"US$4,724,869.67","24,387"
2379,Realtek Semiconductor Corp,0.0065,Technology,TW,"US$4,721,948.57","255,030"
SPIE,SPIE SA,0.0065,Industrials,FR,"US$4,717,012.30","82,662"
HMB,H & M Hennes & Mauritz AB,0.0064,Consumer Discretionary,SE,"US$4,699,064.31","264,317"
FALAB,Falabella SA,0.0064,Consumer Discretionary,CL,"US$4,700,337.55","733,867"
IVN,Ivanhoe Mines Ltd,0.0064,Basic Materials,CA,"US$4,695,569.53","529,761"
CON,Continental AG,0.0064,Consumer Discretionary,DE,"US$4,684,636.86","56,256"
CAE,CAE Inc,0.0064,Industrials,CA,"US$4,685,492.95","180,849"
UNITDSPR,United Spirits Ltd,0.0064,Consumer Staples,IN,"US$4,676,982.21","349,853"
DCC,DCC PLC,0.0064,Industrials,GB,"US$4,670,896.30","57,705"
6645,Omron Corp,0.0064,Industrials,JP,"US$4,669,097.31","129,400"
4182,Mitsubishi Gas Chemical Co Inc,0.0064,Basic Materials,JP,"US$4,671,050.32","134,100"
VCX,Vicinity Ltd,0.0064,Real Estate,AU,"US$4,662,991.62","2,561,612"
601318,Ping An Insurance Group Co of China Ltd,0.0064,Financials,CN,"US$4,654,213.96","588,210"
1336,New China Life Insurance Co Ltd,0.0064,Financials,HK,"US$4,653,449.81","752,599"
LNW,Light & Wonder Inc,0.0064,Consumer Discretionary,AU,"US$4,647,013.35","55,330"
1177,Sino Biopharmaceutical Ltd,0.0064,Health Care,HK,"US$4,650,548.33","7,304,250"
EEC,Etihad Etisalat Co,0.0064,Telecommunications,SA,"US$4,639,820.50","273,764"
SABB,Saudi Awwal Bank,0.0064,Financials,SA,"US$4,645,024.39","510,871"
3231,Nomura Real Estate Holdings Inc,0.0064,Real Estate,JP,"US$4,639,137.13","811,900"
IPN,Ipsen SA,0.0063,Health Care,FR,"US$4,638,052.03","25,380"
2801,Kikkoman Corp,0.0063,Consumer Staples,JP,"US$4,629,915.82","529,100"
GGBR4,Gerdau SA,0.0063,Basic Materials,BR,"US$4,611,638.50","1,024,444"
DIVI,Divi's Laboratories Ltd,0.0063,Health Care,IN,"US$4,607,879.51","65,659"
3993,CMOC Group Ltd,0.0063,Basic Materials,HK,"US$4,603,599.41","1,977,000"
BSAN,Banco Santander Chile,0.0063,Financials,CL,"US$4,590,509.22","58,361,439"
002236,Zhejiang Dahua Technology Co Ltd,0.0063,Technology,CN,"US$4,583,826.44","1,856,999"
PPH,Pepkor Holdings Ltd,0.0063,Consumer Discretionary,ZA,"US$4,585,140.30","3,426,710"
6446,PharmaEssentia Corp,0.0063,Health Care,TW,"US$4,579,505.20","154,253"
DLFU,DLF Ltd,0.0062,Real Estate,IN,"US$4,564,641.71","734,238"
3034,Novatek Microelectronics Corp,0.0062,Technology,TW,"US$4,552,936.11","299,000"
6618,JD Health International Inc,0.0062,Consumer Staples,HK,"US$4,550,748.36","928,803"
ADDTB,AddTech AB,0.0062,Industrials,SE,"US$4,541,943.76","127,313"
CIBEST,Grupo Cibest SA,0.0062,Financials,CO,"US$4,531,933.67","218,472"
002594,BYD Co Ltd,0.0062,Consumer Discretionary,CN,"US$4,523,473.52","318,000"
SSABB,SSAB AB,0.0062,Basic Materials,SE,"US$4,524,602.53","438,924"
9005,Tokyu Corp,0.0062,Consumer Discretionary,JP,"US$4,509,400.72","449,500"
4204,Sekisui Chemical Co Ltd,0.0062,Consumer Discretionary,JP,"US$4,511,768.96","313,500"
DIE,D'ieteren Group,0.0062,Consumer Discretionary,BE,"US$4,500,942.65","22,503"
LTM,Latam Airlines Group SA,0.0061,Consumer Discretionary,CL,"US$4,491,012.72","165,840,428"
AZJ,Aurizon Holdings Ltd,0.0061,Industrials,AU,"US$4,480,502.46","1,486,216"
BDMS/F,Bangkok Dusit Medical Services PCL,0.0061,Health Care,TH,"US$4,477,104.93","8,005,900"
8729,Sony Financial Group Inc,0.0061,Financials,JP,"US$4,476,323.89","5,089,900"
CTEC,Convatec Group PLC,0.0061,Health Care,GB,"US$4,475,159.30","1,641,926"
STERV,Stora Enso Oyj,0.0061,Basic Materials,FI,"US$4,472,229.12","381,524"
9843,Nitori Holdings Co Ltd,0.0061,Consumer Discretionary,JP,"US$4,447,781.90","270,400"
SUEL,Suzlon Energy Ltd,0.0061,Energy,IN,"US$4,447,265.64","7,413,410"
YMM,Full Truck Alliance Co Ltd,0.0061,Industrials,US,"US$4,433,955.12","502,716"
APA,APA Group,0.0061,Energy,AU,"US$4,435,121.41","611,525"
AZRG,Azrieli Group Ltd,0.0061,Real Estate,IL,"US$4,424,165.05","26,485"
BRBY,Burberry Group PLC,0.006,Consumer Discretionary,GB,"US$4,408,945.53","277,426"
SCB/F,SCB X PCL,0.006,Financials,TH,"US$4,408,392.99","1,066,700"
9501,Tokyo Electric Power Co Holdings Inc,0.006,Utilities,JP,"US$4,408,980.65","1,242,900"
AOT/F,Airports of Thailand PCL,0.006,Industrials,TH,"US$4,388,423.72","2,585,000"
GAIL,GAIL India Ltd,0.006,Energy,IN,"US$4,377,010.21","2,527,603"
BCE,BCE Inc,0.006,Telecommunications,CA,"US$4,380,656.57","173,507"
LUG,Lundin Gold Inc,0.006,Basic Materials,CA,"US$4,381,621.43","65,572"
5333,NGK Corp,0.006,Industrials,JP,"US$4,368,312.08","110,100"
SBILIFE,SBI Life Insurance Co Ltd,0.006,Financials,IN,"US$4,362,303.42","226,446"
MGR,Mirvac Group,0.006,Real Estate,AU,"US$4,365,848.40","3,590,469"
RAA,Rational AG,0.006,Consumer Discretionary,DE,"US$4,353,422.43","5,661"
SDG,SD Guthrie Bhd,0.006,Consumer Staples,MY,"US$4,348,341.74","2,967,500"
MAXHEALT,Max Healthcare Institute Ltd,0.0059,Health Care,IN,"US$4,341,761.40","427,383"
601995,China International Capital Corp Ltd,0.0059,Financials,CN,"US$4,343,282.73","869,100"
MOTV3,Motiva Infraestrutura de Mobilidade SA,0.0059,Industrials,BR,"US$4,335,029.84","1,554,036"
JMT,Jeronimo Martins SGPS SA,0.0059,Consumer Staples,PT,"US$4,318,933.60","203,802"
